프로그램ID,name,category,source,raw_text
P0274,무료 치매검사,,전국치매센터표준데이터_utf8.csv,무료 치매검사
P0275,치매가족지원프로그램,,전국치매센터표준데이터_utf8.csv,치매가족지원프로그램
P0276,치매환자 실종예방,,전국치매센터표준데이터_utf8.csv,치매환자 실종예방
P0277,치매 인식개선,,전국치매센터표준데이터_utf8.csv,치매 인식개선
P0278,치매예방 및 인지저하 프로그램,,전국치매센터표준데이터_utf8.csv,치매예방 및 인지저하 프로그램
P0279,치매극복 선도학교 운영,,전국치매센터표준데이터_utf8.csv,치매극복 선도학교 운영
P0280,치매치료관리비,,전국치매센터표준데이터_utf8.csv,치매치료관리비
P0281,치매공공후견인,,전국치매센터표준데이터_utf8.csv,치매공공후견인
P0282,조호물품제공,,전국치매센터표준데이터_utf8.csv,조호물품제공
P0283,"치매조기검사(선별검사,진단검사,감별검사)",,전국치매센터표준데이터_utf8.csv,"치매조기검사(선별검사,진단검사,감별검사)"
P0284,인지강화프로그램,,전국치매센터표준데이터_utf8.csv,인지강화프로그램
P0285,치매환자및가족지원프로그램 등,,전국치매센터표준데이터_utf8.csv,치매환자및가족지원프로그램 등
P0286,치매의료비 및 검진비 지원,,전국치매센터표준데이터_utf8.csv,치매의료비 및 검진비 지원
P0287,치매환자쉼터 및 가족지원사업 등,,전국치매센터표준데이터_utf8.csv,치매환자쉼터 및 가족지원사업 등
P0288,환자등록,,전국치매센터표준데이터_utf8.csv,환자등록
P0289,맞춤형 사례관리,,전국치매센터표준데이터_utf8.csv,맞춤형 사례관리
P0290,가족교육,,전국치매센터표준데이터_utf8.csv,가족교육
P0291,실종예방 지문등록 및 배회인식표 발급 등,,전국치매센터표준데이터_utf8.csv,실종예방 지문등록 및 배회인식표 발급 등
P0292,치매환자 쉼터,,전국치매센터표준데이터_utf8.csv,치매환자 쉼터
P0293,치매가족지원사업,,전국치매센터표준데이터_utf8.csv,치매가족지원사업
P0294,치매약제비 지원,,전국치매센터표준데이터_utf8.csv,치매약제비 지원
P0295,조호용품등 지원,,전국치매센터표준데이터_utf8.csv,조호용품등 지원
P0296,치매환자지원사업 등,,전국치매센터표준데이터_utf8.csv,치매환자지원사업 등
P0297,예방프로그램,,전국치매센터표준데이터_utf8.csv,예방프로그램
P0298,치매예방관리사업 등,,전국치매센터표준데이터_utf8.csv,치매예방관리사업 등
P0299,치매조기검사,,전국치매센터표준데이터_utf8.csv,치매조기검사
P0300,가족헤아림교실,,전국치매센터표준데이터_utf8.csv,가족헤아림교실
P0301,치매안심마을운영 등,,전국치매센터표준데이터_utf8.csv,치매안심마을운영 등
P0302,쉼터 운영,,전국치매센터표준데이터_utf8.csv,쉼터 운영
P0303,가족교실,,전국치매센터표준데이터_utf8.csv,가족교실
P0304,인지강화교육,,전국치매센터표준데이터_utf8.csv,인지강화교육
P0305,치매 치료비지원,,전국치매센터표준데이터_utf8.csv,치매 치료비지원
P0306,실종예방GPS 및 가스안심콕 제공,,전국치매센터표준데이터_utf8.csv,실종예방GPS 및 가스안심콕 제공
P0307,재가치매환자 조호물품 지원,,전국치매센터표준데이터_utf8.csv,재가치매환자 조호물품 지원
P0308,치매 극복의 날 기념행사 등,,전국치매센터표준데이터_utf8.csv,치매 극복의 날 기념행사 등
P0309,치매치료관리비지원사업,,전국치매센터표준데이터_utf8.csv,치매치료관리비지원사업
P0310,치매쉼터프로그램운영,,전국치매센터표준데이터_utf8.csv,치매쉼터프로그램운영
P0311,치매환자가족(헤아림) 교육 및 자조모임운영,,전국치매센터표준데이터_utf8.csv,치매환자가족(헤아림) 교육 및 자조모임운영
P0312,치매예방 홍보 교육 및 캠페인,,전국치매센터표준데이터_utf8.csv,치매예방 홍보 교육 및 캠페인
P0313,치매파트너 모집,,전국치매센터표준데이터_utf8.csv,치매파트너 모집
P0314,치매관련 정보제공,,전국치매센터표준데이터_utf8.csv,치매관련 정보제공
P0315,치매환자 배회인식표 제공,,전국치매센터표준데이터_utf8.csv,치매환자 배회인식표 제공
P0316,자원연계,,전국치매센터표준데이터_utf8.csv,자원연계
P0317,치매인식개선 및 예방,,전국치매센터표준데이터_utf8.csv,치매인식개선 및 예방
P0318,치매환자 프로그램,,전국치매센터표준데이터_utf8.csv,치매환자 프로그램
P0319,치매예방교육 및 인지재활,,전국치매센터표준데이터_utf8.csv,치매예방교육 및 인지재활
P0320,가족프로그램 운영 등,,전국치매센터표준데이터_utf8.csv,가족프로그램 운영 등
P0321,치매인지강화 프로그램,,전국치매센터표준데이터_utf8.csv,치매인지강화 프로그램
P0322,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등",,전국치매센터표준데이터_utf8.csv,"치매상담 및 등록관리사업, 치매조기검진, 예방관리사업 등"
P0323,치매인식개선 및 예방사업,,전국치매센터표준데이터_utf8.csv,치매인식개선 및 예방사업
P0324,가족교육사업,,전국치매센터표준데이터_utf8.csv,가족교육사업
P0325,맞춤형 사례관리사업,,전국치매센터표준데이터_utf8.csv,맞춤형 사례관리사업
P0326,예방관리,,전국치매센터표준데이터_utf8.csv,예방관리
P0327,인식개선 및 홍보,,전국치매센터표준데이터_utf8.csv,인식개선 및 홍보
P0328,가족지지,,전국치매센터표준데이터_utf8.csv,가족지지
P0329,인지재활 등,,전국치매센터표준데이터_utf8.csv,인지재활 등
P0330,조기검진 및 상담,,전국치매센터표준데이터_utf8.csv,조기검진 및 상담
P0331,치매환자교실운영,,전국치매센터표준데이터_utf8.csv,치매환자교실운영
P0332,치매가족교실운영,,전국치매센터표준데이터_utf8.csv,치매가족교실운영
P0333,가족카페운영,,전국치매센터표준데이터_utf8.csv,가족카페운영
P0334,치매환자 쉼터 운영 등,,전국치매센터표준데이터_utf8.csv,치매환자 쉼터 운영 등
P0335,어울림 쉼터 인지재활 프로그램,,전국치매센터표준데이터_utf8.csv,어울림 쉼터 인지재활 프로그램
P0336,경로당 치매예방 프로그램,,전국치매센터표준데이터_utf8.csv,경로당 치매예방 프로그램
P0337,치매가족  헤아림 프로그램,,전국치매센터표준데이터_utf8.csv,치매가족  헤아림 프로그램
P0338,치매가족 헤아림 교육,,전국치매센터표준데이터_utf8.csv,치매가족 헤아림 교육
P0339,자조모임 사랑회 운영,,전국치매센터표준데이터_utf8.csv,자조모임 사랑회 운영
P0340,치매 검진,,전국치매센터표준데이터_utf8.csv,치매 검진
P0341,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램,,전국치매센터표준데이터_utf8.csv,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램
P0342,치매극복의 날 기념행사,,전국치매센터표준데이터_utf8.csv,치매극복의 날 기념행사
P0343,인지재활 프로그램,,전국치매센터표준데이터_utf8.csv,인지재활 프로그램
P0344,치매극복주간 기념행사(인식개선 캠페인 등) 제공 등,,전국치매센터표준데이터_utf8.csv,치매극복주간 기념행사(인식개선 캠페인 등) 제공 등
P0345,"치매조기검사  및 환자 등록, 맞춤형사례관리, 교육프로그램 운영등",,전국치매센터표준데이터_utf8.csv,"치매조기검사  및 환자 등록, 맞춤형사례관리, 교육프로그램 운영등"
P0346,경증치매환자단기쉼터운영,,전국치매센터표준데이터_utf8.csv,경증치매환자단기쉼터운영
P0347,정상군 치매예방교실,,전국치매센터표준데이터_utf8.csv,정상군 치매예방교실
P0348,치매고위험군 인지강화교실,,전국치매센터표준데이터_utf8.csv,치매고위험군 인지강화교실
P0349,기타 치매환자 조호물품,,전국치매센터표준데이터_utf8.csv,기타 치매환자 조호물품
P0350,치매치료관리지지원,,전국치매센터표준데이터_utf8.csv,치매치료관리지지원
P0351,실종예방사업,,전국치매센터표준데이터_utf8.csv,실종예방사업
P0352,치매상담 및 등록,,전국치매센터표준데이터_utf8.csv,치매상담 및 등록
P0353,치매어르신쉼터프로그램,,전국치매센터표준데이터_utf8.csv,치매어르신쉼터프로그램
P0354,농촌치유프로그램,,전국치매센터표준데이터_utf8.csv,농촌치유프로그램
P0355,치매조기검진 및 진단검사,,전국치매센터표준데이터_utf8.csv,치매조기검진 및 진단검사
P0356,치매예방교실프로그램,,전국치매센터표준데이터_utf8.csv,치매예방교실프로그램
P0357,찾아가는경노당프로그램,,전국치매센터표준데이터_utf8.csv,찾아가는경노당프로그램
P0358,분소운영,,전국치매센터표준데이터_utf8.csv,분소운영
P0359,치매안심마을프로그램,,전국치매센터표준데이터_utf8.csv,치매안심마을프로그램
P0360,치매인식개선캠페인 및 파트너양성교육,,전국치매센터표준데이터_utf8.csv,치매인식개선캠페인 및 파트너양성교육
P0361,치매실종예방교실,,전국치매센터표준데이터_utf8.csv,치매실종예방교실
P0362,무료 조기검진,,전국치매센터표준데이터_utf8.csv,무료 조기검진
P0363,정밀검진비 지원,,전국치매센터표준데이터_utf8.csv,정밀검진비 지원
P0364,치매환자 치료비(약제비) 지원,,전국치매센터표준데이터_utf8.csv,치매환자 치료비(약제비) 지원
P0365,"조호물품(기저귀,물티슈) 지원",,전국치매센터표준데이터_utf8.csv,"조호물품(기저귀,물티슈) 지원"
P0366,인식표 제공,,전국치매센터표준데이터_utf8.csv,인식표 제공
P0367,배회감지기 지원,,전국치매센터표준데이터_utf8.csv,배회감지기 지원
P0368,치매환자 단기쉼터 운영,,전국치매센터표준데이터_utf8.csv,치매환자 단기쉼터 운영
P0369,치매환자 및 가족 지원,,전국치매센터표준데이터_utf8.csv,치매환자 및 가족 지원
P0370,상담 및 교육,,전국치매센터표준데이터_utf8.csv,상담 및 교육
P0371,치매 극복의날 행사,,전국치매센터표준데이터_utf8.csv,치매 극복의날 행사
P0372,환자쉼터,,전국치매센터표준데이터_utf8.csv,환자쉼터
P0373,치매환자 가족 지지모임,,전국치매센터표준데이터_utf8.csv,치매환자 가족 지지모임
P0374,"치매조기검진(선별, 진단, 감별검사)",,전국치매센터표준데이터_utf8.csv,"치매조기검진(선별, 진단, 감별검사)"
P0375,"환자 지원서비스(치료관리비, 조호물품제공)",,전국치매센터표준데이터_utf8.csv,"환자 지원서비스(치료관리비, 조호물품제공)"
P0376,이동 조기검진,,전국치매센터표준데이터_utf8.csv,이동 조기검진
P0377,치매파트너 양성 및 플러스 활동,,전국치매센터표준데이터_utf8.csv,치매파트너 양성 및 플러스 활동
P0378,"실종예방지원서비스(인식표, 배회감지기, 지문사진등록사업) 등",,전국치매센터표준데이터_utf8.csv,"실종예방지원서비스(인식표, 배회감지기, 지문사진등록사업) 등"
P0379,치매환자 쉼터프로그램,,전국치매센터표준데이터_utf8.csv,치매환자 쉼터프로그램
P0380,치매가족헤아림프로그램,,전국치매센터표준데이터_utf8.csv,치매가족헤아림프로그램
P0381,치매재가환자방문인지재활프로그램,,전국치매센터표준데이터_utf8.csv,치매재가환자방문인지재활프로그램
P0382,무료 치매조기검진,,전국치매센터표준데이터_utf8.csv,무료 치매조기검진
P0383,치매환자 및 가족 지원 프로그램,,전국치매센터표준데이터_utf8.csv,치매환자 및 가족 지원 프로그램
P0384,치매환자 치료비 지원,,전국치매센터표준데이터_utf8.csv,치매환자 치료비 지원
P0385,치매환자 돌봄 물품지원,,전국치매센터표준데이터_utf8.csv,치매환자 돌봄 물품지원
P0386,원격진료,,전국치매센터표준데이터_utf8.csv,원격진료
P0387,주간재활프로그램 운영,,전국치매센터표준데이터_utf8.csv,주간재활프로그램 운영
P0388,치매진단검사,,전국치매센터표준데이터_utf8.csv,치매진단검사
P0389,인지교실 등,,전국치매센터표준데이터_utf8.csv,인지교실 등
P0390,인지재활,,전국치매센터표준데이터_utf8.csv,인지재활
P0391,치매환자 및 가족지원사업,,전국치매센터표준데이터_utf8.csv,치매환자 및 가족지원사업
P0392,치매인식개선 홍보 및 교육,,전국치매센터표준데이터_utf8.csv,치매인식개선 홍보 및 교육
P0393,치매예방 및 관리 프로그램 운영 등,,전국치매센터표준데이터_utf8.csv,치매예방 및 관리 프로그램 운영 등
P0394,"치매조기검진, 치매예방 및 인지강화 프로그램, 치매환자지원(쉼터, 치료비, 조호물품 등), 치매인식개선홍보 및 치매파트너 양성 등",,전국치매센터표준데이터_utf8.csv,"치매조기검진, 치매예방 및 인지강화 프로그램, 치매환자지원(쉼터, 치료비, 조호물품 등), 치매인식개선홍보 및 치매파트너 양성 등"
P0395,치매 기억력 검진,,전국치매센터표준데이터_utf8.csv,치매 기억력 검진
P0396,치매환자 가족교실,,전국치매센터표준데이터_utf8.csv,치매환자 가족교실
P0397,치매 예방교육,,전국치매센터표준데이터_utf8.csv,치매 예방교육
P0398,치매안심마을 조성,,전국치매센터표준데이터_utf8.csv,치매안심마을 조성
P0399,치매극복의 날 행사,,전국치매센터표준데이터_utf8.csv,치매극복의 날 행사
P0400,치매예방수칙 및 예방운동 알림,,전국치매센터표준데이터_utf8.csv,치매예방수칙 및 예방운동 알림
P0401,치메안심마을,,전국치매센터표준데이터_utf8.csv,치메안심마을
P0402,치매안심등불,,전국치매센터표준데이터_utf8.csv,치매안심등불
P0403,찾아가는 기억지키미 운영 등,,전국치매센터표준데이터_utf8.csv,찾아가는 기억지키미 운영 등
P0404,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",,전국치매센터표준데이터_utf8.csv,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영"
P0405,치매노인 지문등록,,전국치매센터표준데이터_utf8.csv,치매노인 지문등록
P0406,조호물품(위생물품) 제공,,전국치매센터표준데이터_utf8.csv,조호물품(위생물품) 제공
P0407,기타 인지자극 프로그램,,전국치매센터표준데이터_utf8.csv,기타 인지자극 프로그램
P0408,헤아림 가족교실,,전국치매센터표준데이터_utf8.csv,헤아림 가족교실
P0409,치매가족 힐링 프로그램,,전국치매센터표준데이터_utf8.csv,치매가족 힐링 프로그램
P0410,치매공공후견 사업,,전국치매센터표준데이터_utf8.csv,치매공공후견 사업
P0411,치매어르신주간보호소 운영(위탁),,전국치매센터표준데이터_utf8.csv,치매어르신주간보호소 운영(위탁)
P0412,치매인식 개선과 교육 및 홍보 사업,,전국치매센터표준데이터_utf8.csv,치매인식 개선과 교육 및 홍보 사업
P0413,배회가능 어르신 인식표 발급 및 GPS 운영,,전국치매센터표준데이터_utf8.csv,배회가능 어르신 인식표 발급 및 GPS 운영
P0414,치매주간보호센터 운영 등,,전국치매센터표준데이터_utf8.csv,치매주간보호센터 운영 등
P0415,치매환자 가족교실 및 자조모임,,전국치매센터표준데이터_utf8.csv,치매환자 가족교실 및 자조모임
P0416,치매환자 쉼터운영 등,,전국치매센터표준데이터_utf8.csv,치매환자 쉼터운영 등
P0417,"치매 상담 및 등록관리 사업, 치매 조기검진 사업, 치매 예방관리 사업, 치매환자 관리 지원사업, 치매 가족 및 보호자 지원사업, 치매인식개선 및 교육홍보 사업, 치매안심마을 운영, 치매 주간보호소 운영",,전국치매센터표준데이터_utf8.csv,"치매 상담 및 등록관리 사업, 치매 조기검진 사업, 치매 예방관리 사업, 치매환자 관리 지원사업, 치매 가족 및 보호자 지원사업, 치매인식개선 및 교육홍보 사업, 치매안심마을 운영, 치매 주간보호소 운영"
P0418,건강체조,,전국치매센터표준데이터_utf8.csv,건강체조
P0419,공예,,전국치매센터표준데이터_utf8.csv,공예
P0420,웃음치료,,전국치매센터표준데이터_utf8.csv,웃음치료
P0421,노래교실,,전국치매센터표준데이터_utf8.csv,노래교실
P0422,요리 등,,전국치매센터표준데이터_utf8.csv,요리 등
P0423,치매노인 등록 및 관리,,전국치매센터표준데이터_utf8.csv,치매노인 등록 및 관리
P0424,치매노인 및 보호자에 대한 상담 지원,,전국치매센터표준데이터_utf8.csv,치매노인 및 보호자에 대한 상담 지원
P0425,치매치료관리비 지원 및 치매환자 사례관리,,전국치매센터표준데이터_utf8.csv,치매치료관리비 지원 및 치매환자 사례관리
P0426,치매인지재활 프로그램,,전국치매센터표준데이터_utf8.csv,치매인지재활 프로그램
P0427,치매가족교실 및 자조모임 등,,전국치매센터표준데이터_utf8.csv,치매가족교실 및 자조모임 등
P0428,치매안심센터프로그램 운영,,전국치매센터표준데이터_utf8.csv,치매안심센터프로그램 운영
P0429,치매환자 맞춤형 사례관리,,전국치매센터표준데이터_utf8.csv,치매환자 맞춤형 사례관리
P0430,치매환자 조호물품 및 치매치료관리비 지원,,전국치매센터표준데이터_utf8.csv,치매환자 조호물품 및 치매치료관리비 지원
P0431,치매치료비지원사업,,전국치매센터표준데이터_utf8.csv,치매치료비지원사업
P0432,쉼터운영(인지재활,,전국치매센터표준데이터_utf8.csv,쉼터운영(인지재활
P0433,인지강화,,전국치매센터표준데이터_utf8.csv,인지강화
P0434,치매예방프로그램),,전국치매센터표준데이터_utf8.csv,치매예방프로그램)
P0435,기억이음 청춘학교,,전국치매센터표준데이터_utf8.csv,기억이음 청춘학교
P0436,치매자조모임,,전국치매센터표준데이터_utf8.csv,치매자조모임
P0437,인지선별검사,,전국치매센터표준데이터_utf8.csv,인지선별검사
P0438,치매인식개선활동,,전국치매센터표준데이터_utf8.csv,치매인식개선활동
P0439,치매프로그램운영,,전국치매센터표준데이터_utf8.csv,치매프로그램운영
P0440,등록,,전국치매센터표준데이터_utf8.csv,등록
P0441,강화프로그램,,전국치매센터표준데이터_utf8.csv,강화프로그램
P0442,인지증진 재활 프로그램,,전국치매센터표준데이터_utf8.csv,인지증진 재활 프로그램
P0443,가족지원프로그램 등,,전국치매센터표준데이터_utf8.csv,가족지원프로그램 등
P0444,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",,전국치매센터표준데이터_utf8.csv,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등"
P0445,"인지재활프로그램, 인지강화프로그램, 쉼터카페제공,치매치료비지원, 치매선별검사 및 진단검사 등",,전국치매센터표준데이터_utf8.csv,"인지재활프로그램, 인지강화프로그램, 쉼터카페제공,치매치료비지원, 치매선별검사 및 진단검사 등"
P0446,치매인식 개선 및 예방사업,,전국치매센터표준데이터_utf8.csv,치매인식 개선 및 예방사업
P0447,치매 극복의 날 기념행사,,전국치매센터표준데이터_utf8.csv,치매 극복의 날 기념행사
P0448,치매안심마을 운영 등,,전국치매센터표준데이터_utf8.csv,치매안심마을 운영 등
P0449,쉼터 운영 등,,전국치매센터표준데이터_utf8.csv,쉼터 운영 등
P0450,찾아가는 경로당 치매예방교실,,전국치매센터표준데이터_utf8.csv,찾아가는 경로당 치매예방교실
P0451,치매고위험군 인지증진프로그램,,전국치매센터표준데이터_utf8.csv,치매고위험군 인지증진프로그램
P0452,치매가족지지 프로그램 헤아림,,전국치매센터표준데이터_utf8.csv,치매가족지지 프로그램 헤아림
P0453,치매파트너 등,,전국치매센터표준데이터_utf8.csv,치매파트너 등
P0454,치매치료비 지원 사업,,전국치매센터표준데이터_utf8.csv,치매치료비 지원 사업
P0455,인지증진프로그램,,전국치매센터표준데이터_utf8.csv,인지증진프로그램
P0456,치매환자 가족지지모임 등,,전국치매센터표준데이터_utf8.csv,치매환자 가족지지모임 등
P0457,쉼터 및 가족지원사업,,전국치매센터표준데이터_utf8.csv,쉼터 및 가족지원사업
P0458,치매환자 맞춤형 집중 사례관리,,전국치매센터표준데이터_utf8.csv,치매환자 맞춤형 집중 사례관리
P0459,치매환자 배회감지기 지원사업,,전국치매센터표준데이터_utf8.csv,치매환자 배회감지기 지원사업
P0460,상담 등록서비스,,전국치매센터표준데이터_utf8.csv,상담 등록서비스
P0461,치매조기검진서비스,,전국치매센터표준데이터_utf8.csv,치매조기검진서비스
P0462,맞춤형 사례관리 서비스,,전국치매센터표준데이터_utf8.csv,맞춤형 사례관리 서비스
P0463,치매환자 쉼터 프로그램 운영,,전국치매센터표준데이터_utf8.csv,치매환자 쉼터 프로그램 운영
P0464,치매환자 가족지원서비스,,전국치매센터표준데이터_utf8.csv,치매환자 가족지원서비스
P0465,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등",,전국치매센터표준데이터_utf8.csv,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등"
P0466,치매 예방프로그램,,전국치매센터표준데이터_utf8.csv,치매 예방프로그램
P0467,치매의료비지원,,전국치매센터표준데이터_utf8.csv,치매의료비지원
P0468,한마음 치매극복 걷기대회,,전국치매센터표준데이터_utf8.csv,한마음 치매극복 걷기대회
P0469,치매환자 및 가족 프로그램,,전국치매센터표준데이터_utf8.csv,치매환자 및 가족 프로그램
P0470,치매공공후견인사업,,전국치매센터표준데이터_utf8.csv,치매공공후견인사업
P0471,치매극복선도단체,,전국치매센터표준데이터_utf8.csv,치매극복선도단체
P0472,맞춤형 돌봄 사례 등관리,,전국치매센터표준데이터_utf8.csv,맞춤형 돌봄 사례 등관리
P0473,치매관리,,전국치매센터표준데이터_utf8.csv,치매관리
P0474,등록관라,,전국치매센터표준데이터_utf8.csv,등록관라
P0475,예방,,전국치매센터표준데이터_utf8.csv,예방
P0476,치매가족자조모임,,전국치매센터표준데이터_utf8.csv,치매가족자조모임
P0477,치매쉼터프로그램,,전국치매센터표준데이터_utf8.csv,치매쉼터프로그램
P0478,인지강화 교실,,전국치매센터표준데이터_utf8.csv,인지강화 교실
P0479,치매 예방 프로그램,,전국치매센터표준데이터_utf8.csv,치매 예방 프로그램
P0480,치매환자 가족 교실 운영,,전국치매센터표준데이터_utf8.csv,치매환자 가족 교실 운영
P0481,치매인식개선교육 등,,전국치매센터표준데이터_utf8.csv,치매인식개선교육 등
P0482,치매등록,,전국치매센터표준데이터_utf8.csv,치매등록
P0483,치매선별검사(MMSE-DS),,전국치매센터표준데이터_utf8.csv,치매선별검사(MMSE-DS)
P0484,치매조기검진비 지원,,전국치매센터표준데이터_utf8.csv,치매조기검진비 지원
P0485,치매실종예방서비스 지원,,전국치매센터표준데이터_utf8.csv,치매실종예방서비스 지원
P0486,치매파트너모집,,전국치매센터표준데이터_utf8.csv,치매파트너모집
P0487,치매환자가족프로그램,,전국치매센터표준데이터_utf8.csv,치매환자가족프로그램
P0488,치료관리비 및 검사비 지원,,전국치매센터표준데이터_utf8.csv,치료관리비 및 검사비 지원
P0489,치매환자가족모임 운영,,전국치매센터표준데이터_utf8.csv,치매환자가족모임 운영
P0490,사례관리 등,,전국치매센터표준데이터_utf8.csv,사례관리 등
P0491,안심마을,,전국치매센터표준데이터_utf8.csv,안심마을
P0492,치료비 지원,,전국치매센터표준데이터_utf8.csv,치료비 지원
P0493,"치매상담 및 등록관리사업, 치매조기검진사업, 치매검사비 자원, 치매예방관리사업, 치매환자쉼터, 배회가능 어르신 인식표 보급 사업, 치매치료관리비 지원, 조호물품 제공, 치매가족 및 보호자 지원사업, 치매인식개선사업, 치매파트너 사업, 치매안심마을 운영",,전국치매센터표준데이터_utf8.csv,"치매상담 및 등록관리사업, 치매조기검진사업, 치매검사비 자원, 치매예방관리사업, 치매환자쉼터, 배회가능 어르신 인식표 보급 사업, 치매치료관리비 지원, 조호물품 제공, 치매가족 및 보호자 지원사업, 치매인식개선사업, 치매파트너 사업, 치매안심마을 운영"
P0494,예방교실 운영,,전국치매센터표준데이터_utf8.csv,예방교실 운영
P0495,치매예방 등 프로그램,,전국치매센터표준데이터_utf8.csv,치매예방 등 프로그램
P0496,치매인지재활프로그램,,전국치매센터표준데이터_utf8.csv,치매인지재활프로그램
P0497,치매치료관리비 지원 등,,전국치매센터표준데이터_utf8.csv,치매치료관리비 지원 등
P0498,"치매선별검진, 우리마을 예쁜 치매쉼터",,전국치매센터표준데이터_utf8.csv,"치매선별검진, 우리마을 예쁜 치매쉼터"
P0499,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업,,전국치매센터표준데이터_utf8.csv,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업
P0500,치매극복의날기념행사,,전국치매센터표준데이터_utf8.csv,치매극복의날기념행사
P0501,치매홍보서포터즈 운영,,전국치매센터표준데이터_utf8.csv,치매홍보서포터즈 운영
P0502,인지향상프로그램,,전국치매센터표준데이터_utf8.csv,인지향상프로그램
P0503,가족자조모임,,전국치매센터표준데이터_utf8.csv,가족자조모임
P0504,힐링프로그램,,전국치매센터표준데이터_utf8.csv,힐링프로그램
P0505,우리마을예쁜치매쉼터,,전국치매센터표준데이터_utf8.csv,우리마을예쁜치매쉼터
P0506,치매안심마을 등,,전국치매센터표준데이터_utf8.csv,치매안심마을 등
P0507,치매조기검진사업 및 치매치료관리비지원사업 등,,전국치매센터표준데이터_utf8.csv,치매조기검진사업 및 치매치료관리비지원사업 등
P0508,치매쉼터운영,,전국치매센터표준데이터_utf8.csv,치매쉼터운영
P0509,치매보듬마을운영,,전국치매센터표준데이터_utf8.csv,치매보듬마을운영
P0510,치매조호물품지원,,전국치매센터표준데이터_utf8.csv,치매조호물품지원
P0511,실종노인 발생예방 및 찾기 사업,,전국치매센터표준데이터_utf8.csv,실종노인 발생예방 및 찾기 사업
P0512,치매환자 맞춤형 사례관리사업,,전국치매센터표준데이터_utf8.csv,치매환자 맞춤형 사례관리사업
P0513,배회가능 어르신 인식표 보급 사업,,전국치매센터표준데이터_utf8.csv,배회가능 어르신 인식표 보급 사업
P0514,치매파트너사업,,전국치매센터표준데이터_utf8.csv,치매파트너사업
P0515,치매안심센터 분소 설치 및 운영,,전국치매센터표준데이터_utf8.csv,치매안심센터 분소 설치 및 운영
P0516,치매환자 배회감지기 지원,,전국치매센터표준데이터_utf8.csv,치매환자 배회감지기 지원
P0517,치매환자쉼터(봉화,,전국치매센터표준데이터_utf8.csv,치매환자쉼터(봉화
P0518,춘양,,전국치매센터표준데이터_utf8.csv,춘양
P0519,재산,,전국치매센터표준데이터_utf8.csv,재산
P0520,명호) 운영,,전국치매센터표준데이터_utf8.csv,명호) 운영
P0521,치매보듬마을 조성사업,,전국치매센터표준데이터_utf8.csv,치매보듬마을 조성사업
P0522,치매인식개선 교육 및 홍보,,전국치매센터표준데이터_utf8.csv,치매인식개선 교육 및 홍보
P0523,치매선도학교 및 서포터즈 운영,,전국치매센터표준데이터_utf8.csv,치매선도학교 및 서포터즈 운영
P0524,치매보듬쉼터 운영,,전국치매센터표준데이터_utf8.csv,치매보듬쉼터 운영
P0525,치매예방 인지강화프로그램 운영,,전국치매센터표준데이터_utf8.csv,치매예방 인지강화프로그램 운영
P0526,치매안심병원 성과기반 인센티브 제공 시범사업 운영,,전국치매센터표준데이터_utf8.csv,치매안심병원 성과기반 인센티브 제공 시범사업 운영
P0527,산림농업 치유프로그램 연계사업 운영,,전국치매센터표준데이터_utf8.csv,산림농업 치유프로그램 연계사업 운영
P0528,치매통합관리서비스,,전국치매센터표준데이터_utf8.csv,치매통합관리서비스
P0529,인지강화및치매환자교실 운영 등,,전국치매센터표준데이터_utf8.csv,인지강화및치매환자교실 운영 등
P0530,치매쉼터,,전국치매센터표준데이터_utf8.csv,치매쉼터
P0531,치매홍보서포터즈 운영등,,전국치매센터표준데이터_utf8.csv,치매홍보서포터즈 운영등
P0532,치매조기검진 및 등록사업,,전국치매센터표준데이터_utf8.csv,치매조기검진 및 등록사업
P0533,치매환자쉼터 및 가족카페 운영,,전국치매센터표준데이터_utf8.csv,치매환자쉼터 및 가족카페 운영
P0534,치매인식개선 및 교육홍보,,전국치매센터표준데이터_utf8.csv,치매인식개선 및 교육홍보
P0535,치매어르신 실종예방 사업 등,,전국치매센터표준데이터_utf8.csv,치매어르신 실종예방 사업 등
P0536,치매상담등록,,전국치매센터표준데이터_utf8.csv,치매상담등록
P0537,쉼터지원 및 가족지원,,전국치매센터표준데이터_utf8.csv,쉼터지원 및 가족지원
P0538,인식개선 홍보 등,,전국치매센터표준데이터_utf8.csv,인식개선 홍보 등
P0539,치매예방홍보,,전국치매센터표준데이터_utf8.csv,치매예방홍보
P0540,치매서포터즈운영,,전국치매센터표준데이터_utf8.csv,치매서포터즈운영
